3670269	1	1	1017	0
3670269	1	2	1169	0
3670269	1	3	1348	0
3670269	1	4	944	0
3670269	1	5	1256	0
3670269	1	6	935	0
3670269	1	7	950	0
3670269	1	8	959	0
3670269	1	9	1357	0
3670269	1	10	950	0
3670269	1	11	1032	0
3670269	1	12	1268	0
3670269	1	13	871	0
3670269	1	14	1115	0
3670269	1	15	1291	0
3670269	1	16	1425	0
3670269	1	17	1323	0
3670269	1	18	932	0
3670269	1	19	1281	0
3670269	2	0	1075	0
3670269	2	1	1263	0
3670269	2	2	1355	0
3670269	2	3	1334	0
3670269	2	4	1087	0
3670269	2	5	1220	0
3670269	2	6	1001	0
3670269	2	7	1082	0
3670269	2	8	1317	0
3670269	2	9	983	0
3670269	2	10	1118	0
3670269	2	11	1362	0
3670269	2	12	1536	0
3670269	2	13	1401	0
3670269	2	14	1337	0
3670269	2	15	1253	0
3670269	2	16	1468	0
3670269	2	17	1287	0
3670269	2	18	1238	0
3670269	2	19	1220	0
3670269	3	0	1333	0
3670269	3	1	1419	0
3670269	3	2	1101	0
3670269	3	3	1304	0
3670269	3	4	1016	0
3670269	3	5	949	0
3670269	3	6	1031	0
3670269	3	7	1551	0
3670269	3	8	1117	0
3670269	3	9	901	0
3670269	3	10	1569	0
3670269	3	11	985	0
3670269	3	12	1216	0
3670269	3	13	1304	0
3670269	3	14	1300	0
3670269	3	15	1434	0
3670269	3	16	1399	0
3670269	3	17	1052	0
3670269	3	18	1220	0
3670269	3	19	1109	0
