3644372	1	1	807	0
3644372	1	2	1481	0
3644372	1	3	638	0
3644372	1	4	667	0
3644372	1	5	700	0
3644372	1	6	629	0
3644372	1	7	583	0
3644372	1	8	753	0
3644372	1	9	719	0
3644372	1	10	700	0
3644372	1	11	816	0
3644372	1	12	984	0
3644372	1	13	903	0
3644372	1	14	939	0
3644372	1	15	1133	0
3644372	1	16	699	0
3644372	1	17	698	0
3644372	1	18	789	0
3644372	1	19	750	0
3644372	1	19	-2050	1
3644372	2	0	833	0
3644372	2	1	835	0
3644372	2	2	664	0
3644372	2	3	868	0
3644372	2	4	749	0
3644372	2	5	602	0
3644372	2	5	-1349	1
3644372	2	6	666	0
3644372	2	6	-520	1
3644372	2	7	814	0
3644372	2	7	-500	1
3644372	2	7	-500	1
3644372	2	8	1117	0
3644372	2	9	983	0
3644372	2	9	-799	1
3644372	2	10	900	0
3644372	2	10	-2518	1
3644372	2	11	950	0
3644372	2	12	748	0
3644372	2	12	-668	1
3644372	2	13	1401	0
3644372	2	14	934	0
3644372	2	15	934	0
3644372	2	16	835	0
3644372	2	17	763	0
3644372	2	17	-1568	1
3644372	2	18	750	0
3644372	2	19	901	0
3644372	3	0	748	0
3644372	3	1	651	0
3644372	3	2	815	0
3644372	3	3	667	0
3644372	3	4	716	0
3644372	3	5	831	0
3644372	3	5	-2235	1
3644372	3	6	868	0
3644372	3	6	-2148	1
3644372	3	6	-2148	1
3644372	3	7	1118	0
3644372	3	8	735	0
3644372	3	9	1918	0
3644372	3	10	664	0
3644372	3	11	1403	0
3644372	3	11	-2565	1
3644372	3	12	2250	0
3644372	3	13	1335	0
3644372	3	14	683	0
3644372	3	15	817	0
3644372	3	16	1203	0
3644372	3	17	917	0
3644372	3	18	1832	0
3644372	3	19	763	0
